unit_id,network_layer,function_type,probability,gap_score,stitch_score,fit_score,compatibility_weight,raw_score
plot_8231,slow,public_activity,0.05782635152635627,0.11640722592821592,0.12373095597136975,0.26978939294195237,0.86,0.003341809046463878
plot_8231,slow,community_living,0.04640009494771977,0.08381831777632416,0.12373095597136975,0.2585576541886151,1.0,0.0026814808985899615
plot_8231,slow,productive_mix,0.010250299417424702,0.07919987511660964,0.12373095597136975,0.0839570225471282,0.72,0.0005923690915637423
plot_8231,fast,__network_total__,0.08357998587260061,,0.1201514987897095,,,0.004830122349411511
plot_8231,fast,life_service,0.02588934079903506,0.11271169467719892,0.1201514987897095,0.39456687954141567,0.28,0.0014961558356274413
plot_8231,fast,public_activity,0.03395326230451775,0.11640722592821592,0.1201514987897095,0.26978939294195237,0.52,0.0019621732329850143
plot_8231,fast,community_living,0.009912709392737109,0.08381831777632416,0.1201514987897095,0.2585576541886151,0.22,0.0005728596228056664
plot_8231,fast,productive_mix,0.013824673376310699,0.07919987511660964,0.1201514987897095,0.0839570225471282,1.0,0.0007989336579933892
plot_11994,walk,__network_total__,0.3590666931370286,,0.4443725723150116,,,0.060068800801330466
plot_11994,walk,life_service,0.16610015034470996,0.11968294916049123,0.4443725723150116,0.5224735840290161,1.0,0.02778714103766732
plot_11994,walk,public_activity,0.09797954658193365,0.1262467432084147,0.4443725723150116,0.3075517701724579,0.95,0.016391143981680296
plot_11994,walk,community_living,0.04349398747280654,0.09163861392864293,0.4443725723150116,0.2881944534993822,0.62,0.0072761738125416585
plot_11994,walk,productive_mix,0.05149300873757842,0.08671349397165341,0.4443725723150116,0.6209915294832793,0.36,0.008614341969441193
plot_11994,slow,__network_total__,0.4924762725448165,,0.5591386339804121,,,0.08238708763663281
plot_11994,slow,life_service,0.16301849669389454,0.11968294916049123,0.5591386339804121,0.5224735840290161,0.78,0.027271606617940782
plot_11994,slow,public_activity,0.11160471093613299,0.1262467432084147,0.5591386339804121,0.3075517701724579,0.86,0.018670517978547917
plot_11994,slow,community_living,0.08826932208801151,0.09163861392864293,0.5591386339804121,0.2881944534993822,1.0,0.014766706093092802
plot_11994,slow,productive_mix,0.12958374282677748,0.08671349397165341,0.5591386339804121,0.6209915294832793,0.72,0.021678256947051312
plot_11994,fast,__network_total__,0.14845703431815477,,0.2550969907845386,,,0.024835597933363127
plot_11994,fast,life_service,0.02669845603722875,0.11968294916049123,0.2550969907845386,0.5224735840290161,0.28,0.004466424394287512
plot_11994,fast,public_activity,0.030787416982727696,0.1262467432084147,0.2550969907845386,0.3075517701724579,0.52,0.005150472748574334
plot_11994,fast,community_living,0.008859685517075163,0.09163861392864293,0.2550969907845386,0.2881944534993822,0.22,0.0014821499589340178
plot_11994,fast,productive_mix,0.08211147578112314,0.08671349397165341,0.2550969907845386,0.6209915294832793,1.0,0.013736550831567263
