unit_id,morph_state,p_M1,p_M2,p_M3,p_M4,p_M5,p_M6,p_M7,building_coverage,avg_height,road_density,green_blue_ratio,heritage_ratio,barrier_index,permeability_index,edge_conductance_mean
plot_11915,M1 风貌占比高·覆盖中高·渗透偏高,0.989060001711375,3.082812705369415e-07,0.0,2.7907988072354737e-07,0.0109394107901564,1.3731748539470328e-10,0.0,0.227240744699573,33.17560751243377,0.0,0.0,0.9967525273250888,1.25,0.2162838376870568,0.4552335837490152
plot_9757,M3 建成主体·路网稀·风貌无,0.0,6.532288011098672e-12,0.9999999990154316,9.703783586674131e-10,2.0178595662803677e-44,7.657776097168394e-12,0.0,0.9187604064940988,66.51165841553626,0.0,0.0,0.0,2.857142857142857,0.2493693200588775,0.5225801715594104
plot_9766,M3 建成主体·路网稀·风貌无,0.0,3.5867044590005463e-09,0.9999997935073326,2.0274537672766938e-07,1.6056895668454486e-10,1.7321661566214785e-14,0.0,0.3952344308488956,70.25572781987813,0.0,0.0,0.0,5.0,0.2234546831178507,0.4674184208174461
plot_11033,M3 建成主体·路网稀·风貌无,0.0,1.171104109425603e-09,0.9999996845780784,3.043719485811063e-07,9.878810863157577e-09,5.822256234928076e-14,0.0,0.3409373786681681,54.20920306368152,0.0,0.0,0.0,4.0,0.2335338078099273,0.494727717355394
plot_11032,M3 建成主体·路网稀·风貌无,0.0,1.2736398024514738e-11,0.9999999033546534,9.66325886213757e-08,1.126095893919258e-18,2.1395125448708153e-14,0.0,0.5025103504152166,26.028831413016466,0.0,0.0,0.0,0.0,0.258434595104308,0.5468705030095733
plot_11222,M3 建成主体·路网稀·风貌无,0.0,3.342191566859906e-11,0.9999998906810964,1.09285422252833e-07,5.99641462974118e-16,5.827932901991815e-14,0.0,0.475118992693797,29.48202820144888,0.0,0.0,0.0,1.1111111111111112,0.2430016891634779,0.514888198141062
plot_9819,M4 路网密·覆盖中高·风貌低,0.0,0.3839524717337798,0.0,0.6160276806834557,6.127320349067248e-09,1.984145544353924e-05,0.0,0.1934218831532829,76.36410222971104,0.0079465266009028,0.0,0.0,2.2222222222222223,0.2886794851654206,0.6047389401718375
plot_9767,M3 建成主体·路网稀·风貌无,0.0,1.1017997317428546e-16,0.9999999818228692,1.8157130356806372e-08,1.9887494424025884e-11,1.1327579906603518e-13,0.0,0.4215747144661238,45.1473827991864,0.0,0.0,0.0,3.75,0.2035386165494738,0.426299467332164
plot_9765,M7 无建筑·阻隔高·连通低,0.0,2.41364084660752e-94,4.29669191996925e-244,7.461420765428971e-290,3.073145435368408e-27,2.0371005732052976e-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254531049257626,0.4746427331683615
plot_11034,M4 路网密·覆盖中高·风貌低,0.0,0.0008715997327206,2.559212965234528e-279,0.9990757235927704,5.2551855957668e-05,1.2481855119095872e-07,0.0,0.3099005235339915,80.11330276054463,0.0054679178671361,0.0,0.0,1.4285714285714286,0.1911274697747106,0.3949111078249177
plot_17523,M4 路网密·覆盖中高·风貌低,0.0,7.453949897074072e-07,0.0,0.9999991666332212,1.6623447774122065e-74,8.79717889909429e-08,0.0,0.4796598566943182,19.1501299917736,0.0197213427223027,0.0,0.0,1.25,0.2866007851742627,0.5916460893810149
