unit_id,dim_station_city,dim_business_access,dim_public_stay,dim_slow_stitch,N_dim_station_city,N_dim_business_access,N_dim_public_stay,N_dim_slow_stitch,L_gateway,L_business,L_consumption,L_green_stitch,L_transition,fz_site_key,fz_site_zh,fz_site_margin
plot_17759,1.898660801281078,-0.828048670920897,0.5965275383160903,0.6655557330184676,0.35875536398200764,0.05895823970145053,0.4727737540537903,0.47779066428949923,0.33924824414482757,0.21968057814910438,0.36518344251143614,0.4459928809123473,0.6171783605376964,transition,城市过渡区,0.2773679219712782
plot_19335,0.2718004738215273,-1.0714216668408203,7.099162215795836,5.982080890523408,0.04258677384999458,0.007164128967187161,1.0,1.0,0.32343466561609086,0.3092656076629679,0.6379641244502804,0.9021333186920311,1.0107582723342199,transition,城市过渡区,0.10746877518386695
plot_7641,0.8541251129648542,-0.41841748482866337,0.7911191216219845,3.183336222209417,0.1557573743308503,0.14613505622734652,0.5135856125942325,0.7853965746139343,0.2749643766522194,0.290142216752197,0.4089714602761775,0.6185671499319291,0.7452165479051596,transition,城市过渡区,0.16994979265999716
plot_7598,0.5220439826507906,-0.9472538840144762,0.30501856331251365,1.4753953174310626,0.09121979786612869,0.03358924597339629,0.4116353283881058,0.5767315543509861,0.18522576898017398,0.17373028404048266,0.29856344553449,0.4619859797230419,0.6842354981786969,transition,城市过渡区,0.324814363946954
plot_7634,1.4288189936818447,0.5092905015780304,0.7871162811704564,3.96874800114918,0.26744499185823994,0.34356784861824324,0.5127460934562905,0.8813530355832278,0.3731677836608026,0.42941941231368946,0.47927847798617557,0.6844589646080931,0.7121317741930233,transition,城市过渡区,0.03885911364849507
plot_17025,3.241947825410966,-0.6071524416384073,0.7505426554350251,0.25107349764247155,0.6198135245341055,0.10596889393197557,0.505075475773515,0.4271519426561016,0.48900389974167435,0.27801140018260334,0.42591114643954936,0.4451983655923913,0.5533316733008334,transition,城市过渡区,0.11625536101912284
plot_17024,2.83177363076941,-1.1050848672546008,3.015994066324473,-2.573854688469667,0.5400991233409405,0.0,0.9802105301305389,0.08202074078178408,0.5300052137090129,0.25109227911822396,0.5997466256550176,0.43673475158977015,0.6230919538879633,transition,城市过渡区,0.03746690685027933
plot_6750,5.575922028033723,1.8675876364117547,0.8933497752781854,-0.1343362196100854,1.0,0.6326376854162351,0.5350265346764337,0.3800651106497691,0.7866346725765192,0.6288424470611467,0.6092012509947918,0.47890220183989884,0.3629485050192845,gateway,站城门户区,0.2005914954116543
plot_17085,2.272122054027895,-1.0348704933787332,1.6820268616199556,-1.5746139988160115,0.4313348692762827,0.014942870066242807,0.7004364518734715,0.20410141592153722,0.41229803240003543,0.2109977801993841,0.4546657725315901,0.39044855496614433,0.594515680772629,transition,城市过渡区,0.2352333378726991
plot_16957,2.5605491359516708,-1.1050848672546008,1.6606902163271582,-3.156600055576117,0.4873885957754299,0.0,0.6959614990794013,0.010824733065588015,0.4279736812263533,0.1850586692952144,0.4361989895248179,0.28958977467529545,0.5245224170652312,transition,城市过渡区,0.16838827950615662
plot_19792,4.505896285268396,1.2215620942845935,0.6224034535222714,-3.7472757827208962,0.8654528064119096,0.4951519370914452,0.4782007317938247,0.0,0.6587129909591093,0.4771185920053558,0.4874157276546932,0.24604350656361648,0.2787452882238858,gateway,站城门户区,0.26004840559611986
plot_16287,6.229470381919231,0.5333663550299266,1.453246849634677,-1.0509316581080728,1.0,0.3486916192937693,0.6524542250607815,0.2680814903664145,0.7592821222563946,0.47185267854529656,0.5954773172165414,0.44825647767125865,0.42481018819085786,gateway,站城门户区,0.2157364173639836
plot_6351,3.708383883497401,-1.1050848672546008,-1.857011945766725,-4.843787278636941,0.7104620137637924,0.0,0.0,0.0,0.36944024715717205,0.08525544165165508,0.10656930206456885,0.028418480550551694,0.27211683752251736,gateway,站城门户区,0.2634347776673485
plot_6748,3.512550917380275,-1.0694574147282678,1.7487714899092988,-0.9463012811178704,0.6724032869305502,0.007582156822097685,0.7144348596247309,0.2808645437341853,0.5436664395247557,0.2473880653690365,0.5049297943560644,0.4448858702857219,0.581506445733998,transition,城市过渡区,0.06507237610480303
