unit_id,t_id,func_state,p_F0,p_F1,p_F2,p_F3,p_F4,p_F5,poi_density,poi_entropy,food_density,retail_density,office_density,residential_service_density,public_service_density,entertainment_density,transport_service_density,dianping_heat,meituan_heat,avg_rating,housing_price,aoi_dominant_function,service_accessibility,station_proximity
plot_10650,WD_EVE,F0,1.0,0.0,0.0,0.0,0.0,0.0,0.0310484097099689,2.280609666461384,7.415622182023067e-05,8.54156319207273e-05,0.0089377401411024,0.0026286380868968,0.0024734820803927,0.0104611141938876,0.0011948633660692,0.0,0.0,3.5,69257.0,UNKNOWN,0.9054615338035072,0.0218714094421127
plot_10650,WD_NT,F0,1.0,0.0,0.0,0.0,0.0,0.0,0.0366213536988577,2.280609666461384,0.0001319651292623,8.990703067691338e-05,0.0034321386388266,0.0068865910564189,0.0017394700158592,0.0158217492707176,0.0014333621504208,0.0,0.0,3.5,69257.0,UNKNOWN,0.9054615338035072,0.0218714094421127
plot_10650,WE_AM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0358894940899582,2.280609666461384,4.5682613756915646e-05,5.8918310104791815e-05,0.0123678395372058,0.00348006070341,0.005316949039621,0.0055883620921739,0.0023847406735644,0.0,0.0,3.5,69257.0,UNKNOWN,0.9054615338035072,0.0218714094421127
plot_10650,WE_MD,F0,1.0,0.0,0.0,0.0,0.0,0.0,0.036368410042539,2.280609666461384,9.739682122162586e-05,9.5702074826006e-05,0.0119781928463539,0.0027069258452998,0.0050898157218701,0.0090025033016407,0.0012321344858268,0.0,0.0,3.5,69257.0,UNKNOWN,0.9054615338035072,0.0218714094421127
plot_10650,WE_EVE,F0,1.0,0.0,0.0,0.0,0.0,0.0,0.031013936877918,2.280609666461384,7.51532169638822e-05,8.631620226198893e-05,0.0087834126581837,0.0026447952742977,0.0024461268423179,0.0105780546558155,0.0011818462680925,0.0,0.0,3.5,69257.0,UNKNOWN,0.9054615338035072,0.0218714094421127
plot_10650,WE_NT,F0,1.0,0.0,0.0,0.0,0.0,0.0,0.0369023477893282,2.280609666461384,0.0001358106819593,9.38095021557138e-05,0.0031234836729891,0.0069269840249211,0.0016482858889433,0.0163730400198066,0.0014138365034558,0.0,0.0,3.5,69257.0,UNKNOWN,0.9054615338035072,0.0218714094421127
plot_10846,WD_AM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0204554358245012,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WD_PM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0187416278215655,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WD_EVE,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.015981046931067,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WD_NT,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0218071292306827,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WE_AM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0204554358245012,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WE_MD,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0189745741734505,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WE_EVE,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0160586957150287,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10846,WE_NT,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0221177243665293,0.6901856760168041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,110000.0,UNKNOWN,0.8672688139453144,0.0217449224342563
plot_10849,WD_AM,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0090265031533672,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
